ID,OBJECT,OBJECT-TYPE,RA,DEC,DATE-OBS,EXPTIME,EXPTIME_initial,TMS-LST,TME-LST,TMS-LT,TME-LT,TELESCOPE,Решетка,Щель,ЭОП,Коллиматор,Масштаб камеры,Катод,Камера,Позиционный угол,Сечение,Спектрограф,OBSERVER,"TEMPERAT, C",SKYCOND,OBSNOTE,DETNAME,EMULSION,METHOD,FOCUS,NOTES,SCANNOTE,Длины волн,FILTER,PLATNOTE,RA-sim,DEC-sim,EQ-ORIG-sim
XXIX-3-9,MRK9,active_galactic_nuclei,07 32 42.18,58 52 56.29,27-28.02.1987,20m,20m,1h20,,,,,,,,,,,,,,,,,,,,,,,,,,,,07 36 57,58 46 13,2000
XXIX-3,Field MRK9,field-of-view; active_galactic_nuclei,07 32 42.18,58 52 56.29,27-28.02.1987,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000
XXIX-3-13,MRK10,active_galactic_nuclei,07 43 07.35,61 03 25.04,27-28.02.1987,20m,20m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07 47 29,60 56 00,2000
XXIX-3,Field MRK10,field-of-view; active_galactic_nuclei,07 43 07.35,61 03 25.04,27-28.02.1987,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000
XXIX-3-11,MRK79,galaxies; active_galactic_nuclei,07 38 47.36,49 55 40.91,27-28.02.1987,20m,20m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07 42 32,49 48 34,2000
XXIX-3,Field MRK79,galaxies; field-of-view; active_galactic_nuclei,07 38 47.36,49 55 40.91,27-28.02.1987,15s,15s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000
XXIX-3-10,1578a,,,,24-25.01.1987,20m,20m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000
XXIX-3-12,NGC2595,galaxies,08 24 47.04,21 38 41.65,24-25.01.1987,15m,15m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000
XXIX-3,Field NGC2595,galaxies; field-of-view,08 24 47.04,21 38 41.65,24-25.01.1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000
XXIX-4-16,NGC5548,active_galactic_nuclei,14 15 43.49,25 08 12.60,16-17.04.1988,10m,10m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000
XXIX-4,Field NGC5548,field-of-view; active_galactic_nuclei,14 15 43.49,25 08 12.60,16-17.04.1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000
XXIX-4-17,NGC5548,active_galactic_nuclei,14 15 43.49,25 08 12.60,16-17.04.1988,15m,15m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000
XXIX-4,Field NGC5548,field-of-view; active_galactic_nuclei,14 15 43.49,25 08 12.60,16-17.04.1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXIX-4,MRK270 (NGC 5283),galaxies; active_galactic_nuclei,13 39 41.41,67 55 27.30,15-16.04.1988,6m,6m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXIX-4,Field MRK270,galaxies; field-of-view; active_galactic_nuclei,13 39 41.41,67 55 27.30,15-16.04.1988,"15s,10s,10s","15s,10s,10s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXIX-4,Field MRK273,galaxies; field-of-view; active_galactic_nuclei,13 42 51.75,56 08 14.49,15-16.04.1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXIX-4,Field MRK734 (IC 2746),galaxies; field-of-view; active_galactic_nuclei,11 19 10.95,12 00 46.19,15-16.04.1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXIX-4,MRK273,galaxies; active_galactic_nuclei,13 42 51.75,56 08 14.49,15-16.04.1988,30m,30m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXIX-4,Field MRK273,galaxies; field-of-view; active_galactic_nuclei,13 42 51.75,56 08 14.49,15-16.04.1988,"15s,5s,10s","15s,5s,10s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXIX-5-1,MRK34,active_galactic_nuclei,10 30 51.47,60 17 22.15,15-16.04.1988,30m,30m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXIX-5,Field MRK34,field-of-view; active_galactic_nuclei,10 30 51.47,60 17 22.15,15-16.04.1988,"30s,15s,10s,5s","30s,15s,10s,5s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXIX-5,Field NGC4151,field-of-view; active_galactic_nuclei,12 08 01.06,39 41 02.23,16-17.04.1988,"5s,10s,15s","5s,10s,15s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXIX-5,Field NGC3516,field-of-view; active_galactic_nuclei,11 03 22.79,72 50 20.24,16-17.04.1988,10m,10m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXIX-5-1,NGC3227,active_galactic_nuclei,10 20 46.76,20 07 06.4,16-17.04.1988,15m,15m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXIX-5,Field NGC3227,field-of-view; active_galactic_nuclei,10 20 46.76,20 07 06.4,16-17.04.1988,"5s,10s,15s","5s,10s,15s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXIX-6,Calibration,calibration,,,15-16.04.1988,"2m,1m,30s,15s,5s","2m,1m,30s,15s,5s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXIX-6,Calibration,calibration,,,16-17.04.1988,"6m,7s,1.5m,30s,3m,15s,1m","6m,7s,1.5m,30s,3m,15s,1m",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXIX-6-11,NGC4151,active_galactic_nuclei,12 08 01.06,39 41 02.23,16-17.04.1988,4m,4m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXIX-6-12,NGC4151,active_galactic_nuclei,12 08 01.06,39 41 02.23,16-17.04.1988,8m,8m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXIX-6-6,NGC3516,active_galactic_nuclei,11 03 22.79,72 50 20.24,16-17.04.1988,6m,6m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXIX-6-7,NGC3516,active_galactic_nuclei,11 03 22.79,72 50 20.24,16-17.04.1988,10m,10m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-1-18,NGC3227,active_galactic_nuclei,10 20 46.76,20 07 06.4,24-25.01.1987,10m,10m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-1-19,Field NGC3227,field-of-view; active_galactic_nuclei,10 20 46.76,20 07 06.4,24-25.01.1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-1-20,NGC3516,active_galactic_nuclei,11 03 22.79,72 50 20.24,24-25.01.1987,10m,10m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-1,Field NGC3516,field-of-view; active_galactic_nuclei,11 03 22.79,72 50 20.24,24-25.01.1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-1-1,MRK335,active_galactic_nuclei,00 03 45.23,19 55 28.69,23-24.01.1987,14m,14m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-1-2,Field MRK335,field-of-view; active_galactic_nuclei,00 03 45.23,19 55 28.69,23-24.01.1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-1-3,MRK352,active_galactic_nuclei,00 57 09.10,31 33 27.63,23-24.01.1987,25m,25m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-1,Field MRK352,field-of-view; active_galactic_nuclei,00 57 09.10,31 33 27.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-1-14,MRK3,active_galactic_nuclei,06 09 48.51,71 03 10.81,24-25.01.1987,20m,20m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-1,Field MRK3,field-of-view; active_galactic_nuclei,06 09 48.51,71 03 10.81,24-25.01.1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-1-16,MRK6,active_galactic_nuclei,06 45 43.88,74 29 09.73,24-25.01.1987,25m,25m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-1,Field MRK6,field-of-view; active_galactic_nuclei,06 45 43.88,74 29 09.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-1-6,3C120;Mrk1506,galaxies; active_galactic_nuclei,04 30 31.60,05 14 59.54,23-24.01.1987,15m,15m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-1,Field 3C120,field-of-view; active_galactic_nuclei,04 30 31.60,05 14 59.54,23-24.01.1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-2-cal,Calibration,calibration,,,24-25.01.1987,"4m,2m,1m,30s,15s","4m,2m,1m,30s,15s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-2-3,NGC1068,galaxies,02 40 07.11,-00 13 31.71,24-25.01.1987,2m,2m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-2-4,NGC1068,galaxies,02 40 07.11,-00 13 31.71,24-25.01.1987,3m,3m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-2-1,MRK352,active_galactic_nuclei,00 57 09.10,31 33 27.63,24-25.01.1987,20m,20m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-2-9,NGC1275,active_galactic_nuclei,03 16 29.56,41 19 51.86,24-25.01.1987,10m,10m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-2,Field NGC1275,field-of-view; active_galactic_nuclei,03 16 29.56,41 19 51.86,24-25.01.1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-2,NGC1275,active_galactic_nuclei,03 16 29.56,41 19 51.86,24-25.01.1987,10m,10m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-2-5,MRK372,galaxies; active_galactic_nuclei,02 46 31.38,19 05 49.46,29-30.01.1987,30m,30m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-2-6,Field MRK372,galaxies; field-of-view; active_galactic_nuclei,02 46 31.38,19 05 49.46,29-30.01.1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-2-7,3C120,active_galactic_nuclei,04 30 31.60,05 14 59.54,29-30.01.1987,15m,15m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-2-26,MRK34,active_galactic_nuclei,10 30 51.47,60 17 22.15,29-30.01.1987,30m,30m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-3-18,MRK9,active_galactic_nuclei,07 32 42.18,58 52 56.29,29-30.01.1987,25m,25m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-3,Field MRK9,field-of-view; active_galactic_nuclei,07 32 42.18,58 52 56.29,29-30.01.1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-3-20,MRK78,galaxies; active_galactic_nuclei,07 37 56.80,65 17 42.17,29-30.01.1987,25m,25m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-3,Field MRK78,galaxies; field-of-view; active_galactic_nuclei,07 37 56.80,65 17 42.17,29-30.01.1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-3-1,MRK335,active_galactic_nuclei,00 03 45.23,19 55 28.69,29-30.01.1987,15m,15m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-3-2,Field MRK335,field-of-view; active_galactic_nuclei,00 03 45.23,19 55 28.69,29-30.01.1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-3-3,Srg5,,,,29-30.01.1987,20m,20m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-3-14,MRK374,galaxies; active_galactic_nuclei,06 55 34.54,54 15 56.71,29-30.01.1987,40m,40m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-3-15,Field MRK374,galaxies; field-of-view; active_galactic_nuclei,06 55 34.54,54 15 56.71,29-30.01.1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-3-16,MRK376,galaxies; active_galactic_nuclei,07 10 36.18,45 47 07.32,29-30.01.1987,30m,30m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-3-22,MRK79,galaxies; active_galactic_nuclei,07 38 47.36,49 55 40.91,29-30.01.1987,20m,20m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-3,Field MRK79,galaxies; field-of-view; active_galactic_nuclei,07 38 47.36,49 55 40.91,29-30.01.1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-3-24,MRK10,active_galactic_nuclei,07 43 07.35,61 03 25.04,29-30.01.1987,10m,10m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-3,Field MRK10,field-of-view; active_galactic_nuclei,07 43 07.35,61 03 25.04,29-30.01.1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-4-5,MRK3,active_galactic_nuclei,06 09 48.51,71 03 10.81,26-27.02.1987,7m,7m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-4-6,MRK3,active_galactic_nuclei,06 09 48.51,71 03 10.81,26-27.02.1987,5m,5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-4,Field MRK3,field-of-view; active_galactic_nuclei,06 09 48.51,71 03 10.81,26-27.02.1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-4-cal,Calibration,calibration,,,26-27.02.1987,"4m,2m,1m,30s,15s,7s,3s","4m,2m,1m,30s,15s,7s,3s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-4-18,MRK124,galaxies; active_galactic_nuclei,09 45 24.34,50 43 29.47,26-27.02.1987,35m,35m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-4,Field MRK124,galaxies; field-of-view; active_galactic_nuclei,09 45 24.34,50 43 29.47,26-27.02.1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-4-20,NGC3227,active_galactic_nuclei,10 20 46.76,20 07 06.4,26-27.02.1987,5m,5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-4,Field NGC3227,field-of-view; active_galactic_nuclei,10 20 46.76,20 07 06.4,26-27.02.1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-4-8,MRK6,active_galactic_nuclei,06 45 43.88,74 29 09.73,26-27.02.1987,12m,12m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-4,Field MRK6,field-of-view; active_galactic_nuclei,06 45 43.88,74 29 09.73,26-27.02.1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-5-24,MRK205,galaxies; active_galactic_nuclei,12 19 33.47,75 35 16.10,26-27.02.1987,18m,18m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-5,Field MRK205,galaxies; field-of-view; active_galactic_nuclei,12 19 33.47,75 35 16.10,26-27.02.1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-5-22,MRK40,active_galactic_nuclei,11 22 47.82,54 39 26.95,26-27.02.1987,21m,21m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-5-16,MRK110,galaxies; active_galactic_nuclei,09 21 44.37,52 30 07.64,26-27.02.1987,15m,15m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-5,Field MRK110,galaxies; field-of-view; active_galactic_nuclei,09 21 44.37,52 30 07.64,26-27.02.1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-5-14,MRK78,galaxies; active_galactic_nuclei,07 37 56.80,65 17 42.17,26-27.02.1987,15m,15m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-5,Field MRK78,galaxies; field-of-view; active_galactic_nuclei,07 37 56.80,65 17 42.17,26-27.02.1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-5-3,3C120,active_galactic_nuclei,04 30 31.60,05 14 59.54,26-27.02.1987,15m,15m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-5,Field 3C120,field-of-view; active_galactic_nuclei,04 30 31.60,05 14 59.54,26-27.02.1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-5-1,MRK372,galaxies; active_galactic_nuclei,02 46 31.38,19 05 49.46,26-27.02.1987,20m,20m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-5-12,MRK376,galaxies; active_galactic_nuclei,07 10 36.18,45 47 07.32,26-27.02.1987,15m,15m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-5,Field MRK376,galaxies; field-of-view; active_galactic_nuclei,07 10 36.18,45 47 07.32,26-27.02.1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-5-10,MRK374,galaxies; active_galactic_nuclei,06 55 34.54,54 15 56.71,26-27.02.1987,20m,20m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-5,Field MRK374,galaxies; field-of-view; active_galactic_nuclei,06 55 34.54,54 15 56.71,26-27.02.1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-6-cal,Calibration,calibration,,,24-25.02.1987,"3m,1m,20s,7s","3m,1m,20s,7s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-6-1,NGC1275,active_galactic_nuclei,03 16 29.56,41 19 51.86,24-25.02.1987,4m,4m,,,,,,,,,,,,,,,,,,,,,,,,недодержки,,,,,,,
XXX-6-3,3C120,active_galactic_nuclei,04 30 31.60,05 14 59.54,24-25.02.1987,15m,15m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-6-4,MRK374,galaxies; active_galactic_nuclei,06 55 34.54,54 15 56.71,24-25.02.1987,12m,12m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-6,Field MRK374,galaxies; field-of-view; active_galactic_nuclei,06 55 34.54,54 15 56.71,24-25.02.1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-6-6,MRK376,galaxies; active_galactic_nuclei,07 10 36.18,45 47 07.32,24-25.02.1987,12m,12m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-6,Field MRK376,galaxies; field-of-view; active_galactic_nuclei,07 10 36.18,45 47 07.32,24-25.02.1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-6-12,NGC3227,active_galactic_nuclei,10 20 46.76,20 07 06.4,24-25.02.1987,5m,5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-6,Field NGC3227,field-of-view; active_galactic_nuclei,10 20 46.76,20 07 06.4,24-25.02.1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-6-14,MRK205,galaxies; active_galactic_nuclei,12 19 33.47,75 35 16.10,24-25.02.1987,20m,20m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-6-16,MRK270,galaxies; active_galactic_nuclei,13 39 41.41,67 55 27.30,24-25.02.1987,12m,12m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX-6,Field MRK270,galaxies; field-of-view; active_galactic_nuclei,13 39 41.41,67 55 27.30,24-25.02.1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-1-1,MRK 10,active_galactic_nuclei,07 43 07.35,61 03 25.04,17-18.04.1975,10m,10m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-1-2,MRK78,galaxies; active_galactic_nuclei,07 37 56.80,65 17 42.17,17-18.04.1975,10m,10m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-1-3,MRK25,galaxies; active_galactic_nuclei,10 00 22.22,59 40 42.76,17-18.04.1975,10m,10m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-1-4,MRK34,active_galactic_nuclei,10 30 51.47,60 17 22.15,17-18.04.1975,10m,10m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-1-5,MRK374,galaxies; active_galactic_nuclei,06 55 34.54,54 15 56.71,17-18.04.1975,15m,15m,21h15m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-1-6,MRK9,active_galactic_nuclei,07 32 42.18,58 52 56.29,17-18.04.1975,10m,10m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-1-7,MRK374,galaxies; active_galactic_nuclei,06 55 34.54,54 15 56.71,29-30.04.1975,15m,15m,21h15m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-1-8,MRK34,active_galactic_nuclei,10 30 51.47,60 17 22.15,29-30.04.1975,15m,15m,21h40m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-1-9,WW9-23-4,,,,29-30.04.1975,15m,15m,22h05m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-1-10,MRK374,galaxies; active_galactic_nuclei,06 55 34.54,54 15 56.71,28-29.04.1975,20m,20m,21h35m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-1-11,MRK34,active_galactic_nuclei,10 30 51.47,60 17 22.15,28-29.04.1975,20m,20m,22h17m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-1-12,WW9-23-4,,,,28-29.04.1975,20m,20m,22h55m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-1-cal-1,Calibration,calibration,,,28-29.04.1975,"2m,1m,30s,20s,10s,1.5m","2m,1m,30s,20s,10s,1.5m",,,,,,,,,,,,,,,,,,,,,,,,на пленках не все кадры калибровок,,,,,,,
XV-1-cal-2,Calibration,calibration,,,29-30.04.1975,"2m,1m,30s,20s,10s","2m,1m,30s,20s,10s",,,,,,,,,,,,,,,,,,,,,,,,на пленках не все кадры калибровок,,,,,,,
XV-1-13,MRK3,active_galactic_nuclei,06 09 48.51,71 03 10.81,01-02.05.1975,7m10s,7m10s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-2-cal-1,Calibration,calibration,,,15-16.04.1975,"2m,1m,30s,15s,10s","2m,1m,30s,15s,10s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-2-1,MRK391,galaxies; active_galactic_nuclei,08 51 32.28,39 43 46.73,15-16.04.1975,10m,10m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-2,Field MRK391,galaxies; field-of-view; active_galactic_nuclei,08 51 32.28,39 43 46.73,15-16.04.1975,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-2-2,MRK3,active_galactic_nuclei,06 09 48.51,71 03 10.81,15-16.04.1975,10m,10m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-2-4,MRK3,active_galactic_nuclei,06 09 48.51,71 03 10.81,15-16.04.1975,3m,3m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-2-5,MRK3,active_galactic_nuclei,06 09 48.51,71 03 10.81,15-16.04.1975,1m,1m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-2,Field MRK3,field-of-view; active_galactic_nuclei,06 09 48.51,71 03 10.81,15-16.04.1975,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-2-3,MRK382,galaxies; active_galactic_nuclei,07 52 03.55,39 19 07.03,15-16.04.1975,15m,15m,,,,,,,,,,,,,,,,,,,,,,,,без фильтра,,,,,,,
XV-2,Field MRK382,galaxies; field-of-view; active_galactic_nuclei,07 52 03.55,39 19 07.03,15-16.04.1975,20s,20s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-2-6,MRK141,active_galactic_nuclei,10 15 39.29,64 13 05.86,17-18.04.1975,10m,10m,2h25m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-2-7,MRK133,galaxies; active_galactic_nuclei,09 57 52.87,72 21 58.63,17-18.04.1975,10m,10m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-2-8,MRK180,active_galactic_nuclei,11 33 32.34,70 26 03.29,17-18.04.1975,10m,10m,,,,,,,,,,,,,,,,,,,,,,,,северная ближе к звезде,,,,,,,
XV-2-10,MRK273,galaxies; active_galactic_nuclei,13 42 51.75,56 08 14.49,17-18.04.1975,8m,8m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-2-9,MRK231,galaxies; active_galactic_nuclei,12 54 05.00,57 08 38.30,17-18.04.1975,5m,5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-2-cal-2,Calibration,calibration,,,17-18.04.1975,"30s,15s,10s","30s,15s,10s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-3-cal-1,Calibration,calibration,,,14-15.05.1975,"2m,1.5m,1m,30s,20s","2m,1.5m,1m,30s,20s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-3-1,MRK133,galaxies; active_galactic_nuclei,09 57 52.87,72 21 58.63,14-15.05.1975,5m,5m,,,,,,,,,,,,,,,,,,,,,,,,кончилась вода заливка,,,,,,,
XV-3-2,MRK231,galaxies; active_galactic_nuclei,12 54 05.00,57 08 38.30,14-15.05.1975,5m,5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-3-3,MRK273,galaxies; active_galactic_nuclei,13 42 51.75,56 08 14.49,14-15.05.1975,17m,17m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-3-4,MRK382,galaxies; active_galactic_nuclei,07 52 03.55,39 19 07.03,14-15.05.1975,22m,22m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-3-5,MRK78,galaxies; active_galactic_nuclei,07 37 56.80,65 17 42.17,14-15.05.1975,11m,11m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-3-6,MRK34,active_galactic_nuclei,10 30 51.47,60 17 22.15,14-15.05.1975,15m,15m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-3-7,MRK25,galaxies; active_galactic_nuclei,10 00 22.22,59 40 42.76,14-15.05.1975,10m,10m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-3-8,MRK133,galaxies; active_galactic_nuclei,09 57 52.87,72 21 58.63,14-15.05.1975,7m,7m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-3-9,MRK9,active_galactic_nuclei,07 32 42.18,58 52 56.29,14-15.05.1975,13m,13m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-3-10,MRK10,active_galactic_nuclei,07 43 07.35,61 03 25.04,14-15.05.1975,13m,13m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-3,MRK474,active_galactic_nuclei,14 33 06.13,48 52 46.92,14-15.05.1975,3.5m,3.5m,,,,,,,,,,,,,,,,,,,,,,,,"вода кончилась,заливка продолжена экспозиция",,,,,,,
XV-3-11,MRK474,active_galactic_nuclei,14 33 06.13,48 52 46.92,14-15.05.1975,22.5m,22.5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-3-12,N.S.35,,,,01-02.11.1975,35m,35m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-4-1,MRK3,active_galactic_nuclei,06 09 48.51,71 03 10.81,12-13.05.1975,5m30s,5m30s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XV-4-2,MRK9,active_galactic_nuclei,07 32 42.18,58 52 56.29,12-13.05.1975,10m,10m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
