ID,OBJECT,OBJECT-TYPE,RA,DEC,EQ-ORIG,DATE-OBS,EXPTIME,TMS-LST,TME-LST,TMS-LT,TME-LT,SIZE,TELESCOPE,OBSERVER,"TEMPERAT, C",SKYCOND,OBSNOTE,DETNAME,EMULSION,METHOD,FOCUS,NOTES,SCANNOTE,FILTER,PLATNOTE
25-1306,Stars,,,,,25-26.03.1955,41m,10h10m,,,,8.8*9.6,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1309-1306-cal,Calibration,,,,,29-30.03.1955,30m,11h27m,11h57m,,,3.1*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1314-a-cal,Calibration,,,,,15-16.04.1955,3m,12h02m,12h05m,,,3*3.1,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1314-b-cal,Calibration,,,,,15-16.04.1955,3m,12h29m,12h32m,,,9.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1314-a-b-cal,Calibration,,,,,15-16.04.1955,3m,,,,,3*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1329-cal,Calibration,,,,,29-30.04.1955,12m,,,,,3*8.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1322-a-cal,Calibration,,,,,26-27.04.1955,4m,10h42m,10h46m,,,2.8*3.1,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1322-b-cal,Calibration,,,,,26-27.04.1955,4m,11h08m,11h12m,,,9*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1322-a-b-cal,Calibration,,,,,26-27.04.1955,3m,,,,,3.1*9.6,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,ot2.0 do5.0 po 3m,,,
25-1325-b-cal,Calibration,,,,,27-28.04.1955,5m,,,,,9.6*9.6,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1330-a-cal,Calibration,,,,,06-07.05.1955,6m,12h00m,12h06m,,,3.1*3.1,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,"1)12h00m-12h06m, 2)13h00-13h06m, 3)13h27m-13h33m, 4)13h34m-13h40m",,,
25-1330-b-cal,Calibration,,,,,06-07.05.1955,6m,12h44m,12h50m,,,9.6*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1330-a-b-cal,Calibration,,,,,06-07.05.1955,6m,,,,,3.2*9.6,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1351-a-cal,Calibration,,,,,24-25.05.1955,8m,17h48m,17h56m,,,3*3,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1351-b-cal,Calibration,,,,,24-25.05.1955,8m,,,,,9.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1351-a-b-cal,Calibration,,,,,24-25.05.1955,8m,,,,,3*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1356-a-cal,Calibration,,,,,26-27.05.1955,3m,13h47m,13h50m,,,3.1*3.1,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,"1)13h47m-13h50m, 2)13h51m-13h54m, 3)14h10m-14h13m, 4)14h14m-14h17m",,,
25-1356-b-cal,Calibration,,,,,26-27.05.1955,3m,14h02m,14h05m,,,8.5*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1356-a-b-cal,Calibration,,,,,26-27.05.1955,3m,,,,,3.2*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1364-1365-cal,Calibration,,,,,22-23.06.1955,1h,18h37m,19h37m,,,3.1*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1372-1375-cal,Calibration,,,,,24-25.07.1955,2h30m,19h45m,22h15m,,,3*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1379-cal,Calibration,,,,,12-13.08.1955,7m,,,,,3.1*9.9,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1382-1383-cal,Calibration,,,,,22-23.08.1955,1h30m,21h23m,22h53m,,,2.1*8.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1469-70-71-st,Stand,,,,,23-24.09.1955,20m,05h17m15s,05h37m15s,,,9*9.9,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1469-70-71-cal-1,Calibration,,,,,23-24.09.1955,20m,06h40m10s,07h00m10s,,,3*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1469-70-71-cal-2,Calibration,,,,,23-24.09.1955,20m,,,,,2.9*8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1475-cal,Calibration,,,,,09-10.11.1955,1h,00h22m40s,01h22m40s,,,3*9.9,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1482-cal,Calibration,,,,,14-15.11.1955,1h,21h51m,22h51m,,,3.1*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1486-cal,Calibration,,,,,18-19.11.1955,43m,,,,,3*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1726-1727-cal,Calibration,,,,,06-07.12.1956,20m,02h46m,03h06m,,,3*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,"2)03h06m-03h26m, 3)03h28m-03h53m, 4)03h51m-04h11m, 5)04h13m-04h33m",,,
25-1728-cal-1,Calibration,,,,,06-07.12.1956,23m,02h11m,02h34m,,,2.9*9.6,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1728-cal-2,Calibration,,,,,06-07.12.1956,20m,02h34m,02h54m,,,3*9.6,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1729-cal-1,Calibration,,,,,08-09.12.1956,5m,03h11m,03h16m,,,3*9.6,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1729-cal-2,Calibration,,,,,08-09.12.1956,5m,,,,,2.5*9.5,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1734-cal,Calibration,,,,,01-02.01.1957,50m,02h17h,03h07m,,,4.2*4.6,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1735-cal-1,Calibration,,,,,03-04.01.1957,50m,01h55m,02h45m,,,3*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1735-cal-2,Calibration,,,,,03-04.01.1957,50m,,,,,4.5*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1741-cal-1,Calibration,,,,,19-20.01.1957,3h09m,02h59m,03h19m,,,3.1*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1741-cal-2,Calibration,,,,,19-20.01.1957,3h09m,,,,,4.8*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1744-cal-1,Calibration,,,,,27-28.01.1957,20m,03h00m,03h20m,,,4.7*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1744-cal-2,Calibration,,,,,27-28.01.1957,20m,,,,,3*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1745-cal-1,Calibration,,,,,27-28.01.1957,20m,05h48m15s,06h08m15s,,,4.7*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1745-cal-2,Calibration,,,,,27-28.01.1957,20m,,,,,3*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1751-a-cal,Calibration,,,,,02-03.02.1957,50m,,,,,4.6*5,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1751-b-cal,Calibration,,,,,02-03.02.1957,50m,,,,,4.5*4.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1751-a-b-cal,Calibration,,,,,02-03.02.1957,50m,,,,,3.2*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1762-cal,Calibration,,,,,23-24.02.1957,40m,08h07m,08h47m,,,3.1*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1763-cal-1,Calibration,,,,,24-25.02.1957,35m,05h30m,06h05m,,,4.6*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1763-cal-2,Calibration,,,,,24-25.02.1957,35m,,,,,3.1*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1768-cal,Calibration,,,,,26-27.02.1957,1h,06h37m,07h37m,,,5*5,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1769-cal-1,Calibration,,,,,26-27.02.1957,1h,,,,,4.8*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1769-cal-2,Calibration,,,,,26-27.02.1957,1h,,,,,3*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1778-cal-1,Calibration,,,,,25-26.03.1957,40m,08h43m10s,09h23m,,,4.9*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1778-cal-2,Calibration,,,,,25-26.03.1957,40m,,,,,3*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1778-cal-3,Calibration,,,,,25-26.03.1957,40m,,,,,3.1*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1778-cal-4,Calibration,,,,,25-26.03.1957,1m,,,,,2.9*3,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1784-cal-1,Calibration,,,,,27-28.03.1957,40m,09h01m,09h41m,,,4.7*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1784-cal-2,Calibration,,,,,27-28.03.1957,40m,,,,,3*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1784-cal-3,Calibration,,,,,27-28.03.1957,40m,,,,,3*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1784-cal-4,Calibration,,,,,27-28.03.1957,2h30m,,,,,3*3,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1800-st,Stand,,,,,03-04.05.1957,10m,13h02m,13h12m,,,8.8*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1803-st,Stand,,,,,05-06.05.1957,11m,13h12m,13h23m,,,8.8*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1805-st,Stand,,,,,15-16.05.1957,10m,13h04m,13h14m,,,8.8*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1806-st,Stand,,,,,21-22.05.1957,10m,13h22m,13h32m,,,8.8*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1960-cal,Calibration,,,,,12-13.01.1958,30m,03h43m,04h13m,,,3*9.9,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,"2)04h13m-04h33m, 3)04h33m-04h53m, 4)04h53h-05h03m",,,
25-1963-cal,Calibration,,,,,09-10.02.1958,31m,06h03m,06h32m,,,3*9.9,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,"2)06h33m-06h55m, 3)06h55m-07h10m, ",,,
25-1976-st,Stand,,,,,20-21.02.1958,20m,07h47m15s,08h07m15s,,,9*9.6,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1976-cal,Calibration,,,,,20-21.02.1958,20m,08h13m,08h33m,,,3.2*9.2,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1969-70-71-cal,Calibration,,,,,12-13.02.1958,26m,05h48m,06h14m,,,3.1*9.9,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,"2)06h14m-06h41m, 3)06h-07h01m, 4)07h03m-07h08m, 5)07h08m-07h27m",,,
25-1968-a-b-c-cal,Calibration,,,,,11-12.02.1958,22m,05h39m,06h11m,,,3.1*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,"2)06h12m-06h47m, 3)06h47m-07h05m, 4)07h05m-07h15m",,,
25-1972-a-b-c-d-cal,Calibration,,,,,15-16.02.1958,40m,05h52m,06h32m,,,3*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,"2)06h33m-07h03m, 3)07h04m-07h34m, 4)07h35m-07h45m, 5)07h45m-07h50m, d)07h33m15s-08h03m15s",,,
25-1978-st,Stand,,,,,22-23.02.1958,20m,07h13m,07h33m,,,8.9*9.9,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-1978-cal,Calibration,,,,,22-23.02.1958,25m,06h48m,07h13m,,,3*9.9,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,"2)07h13m-07h40m, ",,,
25-1977-a-b-c-d-cal,Calibration,,,,,21-22.02.1958,20m,07h20m,07h45m,,,3.1*9.5,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,"2)07h47m-08h05m, 3)08h08m-08h50m, d)08h39m30s-09h09m30s",,,
25-2010-a-b-c-d-cal,Calibration,,,,,09-10.01.1959,25m,04h11m,04h36m,,,3.1*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,"2)04h36m-04h56m, 3)04h56m-05h14m, 4)05h47m-05h55m, 5)05h14m-05h33m, ",,,
25-2011-a-b-c-d-cal,Calibration,,,,,10-11.01.1959,12m,04h45m,04h57m,,,3.1*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,"2)04h57m-05h05m, 3)05h11m-05h21m, 4)05h23m-05h29m, 5)05h30-05h34m",,,
25-2012-a-b-c-d-cal,Calibration,,,,,11-12.01.1959,10m,04h17m,04h27m,,,3.1*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,"2)04h29m-04h39m, 3)04h41m-04h49m, 4)04h49-05h03, 5)05h07m-05h12m",,,
25-2014-a-b-cal,Calibration,,,,,13-14.01.1959,12m,05h07m,05h19m,,,3.1*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,"2)05h19m-05h28m, 3)05h29m-05h36m, 4)05h3m-05h42m, 5)05h42m-05h45m",,,
25-2014-a-b-c-cal,Calibration,,,,,13-14.01.1959,12m,,,,,3.1*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-2016-a-b-c-d-cal,Calibration,,,,,05-06.03.1959,11m,06h37m,06h48m,,,1.9*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,"2)06h48m-06h57m, 3)06h58m-07h05m, 4)07h05m-07h10m, 5)07h10m-07h13m",,,
25-2016-a-b-c-d-cal-1,Calibration,,,,,05-06.03.1959,6m,07h55m,08h01m,,,3*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,2)08h02m-08h10m,,,
25-2018-a-b-c-cal,Calibration,,,,,06-07.03.1959,11m,06h55m,07h06m,,,3.1*9.9,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,"2)07h10m-07h19m, 3)07h19m-07h26m, 4)07h26m-07h31m, 5)07h33m-07h36m",,,
25-2019-a-b-c-d-cal,Calibration,,,,,07-08.03.1959,12m,06h33m,06h45m,,,3.1*9.6,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,"2)06h50m-07h00m, 3)07h00m-07h08m, 4)07h08m-07h13m, 5)07h13m-07h16m",,,
25-2020-a-b-c-d-cal,Calibration,,,,,07-08.03.1959,10m,07h30m,07h40m,,,3*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,"2)07h45m-07h57m, 3)07h57m-08h05m, 4)08h05m-08h11m, 5)08h11m-08h14m",,,
25-2021-a-b-c-cal,Calibration,,,,,08-09.03.1959,11m,07h07m,07h18m,,,3*9.9,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,"2)07h19m-07h27m, 3)07h27m-07h33m, 4)07h34m-07h38m, 5)07h43-07h48m",,,
25-2029-a-st,Stand,,,,,10-11.06.1959,40m,17h58m,18h38m,,,4.5*9.3,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-2029-b-st,Stand,,,,,10-11.06.1959,40m,19h27m,20h07m,,,4.5*9.9,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-2029-cal-1,Calibration,,,,,10-11.06.1959,37m,18h05m,18h42m,,,3*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,"2)18h44m-19h04m, 3)19h06m-19h36m, 4)19h37m-19h57m, 5)19h57m-20h02m, 6)20h02m-20h05m",,,
25-2029-cal-2,Calibration,,,,,10-11.06.1959,37m,,,,,3*3,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-2034-a-st,Stand,,,,,02-03.09.1959,30m,20h51m,21h21m,,,5*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-2034-b-st,Stand,,,,,02-03.09.1959,30m,21h27m,21h57m,,,4*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-2034-cal,Calibration,,,,,02-03.09.1959,25m,21h00m,21h25m,,,3*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,"2)21h29m-21h47m, 3)21h47m-21h57m, 4)22h02m-22h14m, 5)22h15m-22h22m, 6)22h24m-22h29m",,,
25-2037-a-st,Stand,,,,,04-05.09.1959,35m,20h03m,20h38m,,,4*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-2037-b-st,Stand,,,,,04-05.09.1959,35m,21h22m,21h57m,,,3*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-2067-a-b-cal,Calibration,,,,,01-02.10.1959,5m,23h55m,24h00m,,,3*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-2238-cal-1,Calibration,,,,,28.02-01.03.1962,12m,08h32m,08h44m,,,3*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-2238-cal-2,Calibration,,,,,28.02.01.03.1962,16m,08h45m,09h01m,,,2.6*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-2319,Field,,07h22m,45.44,,07-08.11.1962,30m,05h17m,05h47m,,,8.8*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-2357-st,Stand,,,,,28-29.12.1962,40m,02h56m,03h36m,,,8.7*8.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-2357-cal,Calibration,,,,,28-29.12.1962,15m,03h03m,03h18m,,,3.1*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,"2)03h19m-03h34m, 3)03h34m-03h54m, 4)03h55m-04h07m, 5)04h09m-04h21m, 6)04h22-04h32m",,,
25-2362-st,Stand,,,,,31.12-01.01.1963,1h,03h41m,04h41m,,,8.7*8.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-2362-cal,Calibration,,,,,31.12-01.01.1963,15m,02h42m,02h57m,,,2.7*9.9,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,"2)2h58m-3h13m, 3)03h14m-03h29m, 4)03h44m-03h59m, 5)04h02m-04h13m, 6)04h15m-04h17m",,,
25-2366-st,Stand,,,,,14-15.01.1963,50m,02h41m20s,03h31m20s,,,8.3*8.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-2366-cal,Calibration,,,,,14-15.01.1963,50m,,,,,3*9.9,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-2367-st,Stand,,,,,25-26.01.1963,40m,05h44m,08h05m,,,8.5*8.9,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-2367-cal,Calibration,,,,,25-26.01.1963,3m;5m;10m;15m;20m;30m;25m,03h24m,03h27m,,,2.7*9.9,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,"2)05h46m-05h51m, 3)05h51m-06h01m, 4)06h01m-06h16m, 5)06h16m-06h36m, 6)06h37m-07h07m, 7)07h10m-07h35m",,,
25-2368-st,Stand,,,,,25-26.01.1963,20m,08h56m04s,09h16m04s,,,4.1*8.9,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-2368-cal-1,Calibration,,,,,25-26.01.1963,20m,09h33m,09h53m,,,2.9*9.5,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-2368-cal-2,Calibration,,,,,25-26.01.1963,20m,,,,,2.7*3.4,,,,,,,,,,,,,
25-2370-st,Stand,,,,,26-27.01.1963,40m,06h08m33s,,,,8.7*8.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-2370-cal-1,Calibration,,,,,26-27.01.1963,40m,04h06m,,,,3*9.9,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-2370-cal-2,Calibration,,,,,26-27.01.1963,40m,07h20m19s,,,,2.9*4.9,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-2371,NGC2023,,05 39 06.8,-02 17 18,,20-21.01.1963,45m,,,,,8.8*9.7,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-2371-st,Stand,,,,,20-21.01.1963,45m,,,,,8.8*8.9,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-2371-cal-1,Calibration,,,,,20-21.01.1963,45m,,,,,3*9.8,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-2371-cal-2,Calibration,,,,,20-21.01.1963,21m;3m,,,,,2.9*5,50cm менисковый телескоп Максутова,Рожковский Д.А.,,,,,,,,,,,
25-2372-st,Stand,,,,,27-28.01.1963,32m,06h13m,07h45m,,,,,,,,,,,,,,,,
25-2372-cal-1,Calibration,,,,,27-28.01.1963,32m,,,,,,,,,,,,,,,,,,
25-2372-cal-2,Calibration,,,,,27-28.01.1963,32m,,,,,,,,,,,,,,,,,,
25-2374-st,Stand,,,,,28-29.01.1963,11m,04h18m,04h29m,,,,,,,,,,,,,,,,
25-2374-cal-1,Calibration,,,,,28-29.01.1963,11m,,,,,,,,,,,,,,,,,,
25-2374-cal-2,Calibration,,,,,28-29.01.1963,11m,,,,,,,,,,,,,,,,,,
1K-2278-cal,Calibration,,,,,28-29.08.1962,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2278,NGC7023,,21 00 59,67 57 55,,28-29.08.1962,50m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2278-st,NGC7354,,22 38 27,61 01 28,,28-29.08.1962,50m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2259,NGC3379,,10 45 11,12 50 44,,06-07.04.1962,35m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2258-2259-cal,Calibration,,,,,06-07.04.1962,35m,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2258,NGC4486,,12 28 17,12 40 01,,06-07.04.1962,35m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2258-cal,Calibration,,,,,06-07.04.1962,40m,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,5m,,,передержано
1K-2257,NGC3379,,10 45 11,12 50 44,,05-06.04.1962,17m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,Kodak2,,,стандартная колибровка,,,
1K-2252,NGC3379,,10 45 11,12 50 44,,05-06.03.1962,35m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2253,NGC4468,,12 28 17,12 40 01,,05-06.03.1962,35m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2253-2252-cal1,Calibration,,  ,,,05-06.03.1962,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2253-2252-cal2,Calibration,,,,,05-06.03.1962,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2253-2252-cal3,Calibration,,,,,05-06.03.1962,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2253-2252-cal4,Calibration,,,,,05-06.03.1962,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2237,NGC4486,,12 28 17,12 40 01,,08-09.01.1962,40m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2237-cal,Calibration,,,,,08-09.01.1962,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2237-cal2,Calibration,,,,,08-09.01.1962,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2236,NGC3379,,10 45 11,12 50 44,,08-09.01.1962,20m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2236-cal,Calibration,,,,,08-09.01.1962,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2236-cal2,Calibration,,,,,08-09.01.1962,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2233,NGC3379,,10 45 11,12 50 44,,02-03.01.1962,40m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,Kodak2,,,стандартная колибровка,,,
1K-2233-cal,Calibration,,,,,02-03.01.1962,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2233-cal2,Calibration,,,,,02-03.01.1962,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2679,NGC4649,,12 41 08,11 49 34,,19-20.05-1961,35m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2178,NGC4378,,12 22 44,05 12 07,,19-20.05-1961,,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2178-cal,Calibration,,,,,19-20.05-1961,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2178-cal2,Calibration,,,,,19-20.05-1961,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2173,NGC4378,,12 22 44,05 12 07,,14-15.02.1961,25m,,,,,8.9 * 11.9,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
1K-2173-2172-cal,Calibration,,,,,14-15.02.1961,,,,,,3 * 9.5,Большой Шмидт,Курчаков А.В.,,,,,,,,,,,
